mutation,replicate,PC1,PC2
L100I+K103N,1,-0.31793508,-0.14785329
L100I+K103N,1,-2.990397,5.4532743
L100I+K103N,1,-1.9389741,5.2431645
L100I+K103N,1,-0.91584605,1.6199373
L100I+K103N,1,-4.309168,6.2537017
L100I+K103N,1,-4.592046,5.3183074
L100I+K103N,1,0.9213977,2.2859535
L100I+K103N,1,-0.11084245,1.6700882
L100I+K103N,1,-0.35353702,1.9032013
L100I+K103N,1,-1.5411549,5.527169
L100I+K103N,1,-1.608218,2.6356125
L100I+K103N,1,-1.2272943,1.2708532
L100I+K103N,1,-1.0271202,-2.023172
L100I+K103N,1,0.18160735,0.10190954
L100I+K103N,1,0.481401,-0.36138293
L100I+K103N,3,1.8765104,-0.008913858
L100I+K103N,3,0.6151757,2.3829362
L100I+K103N,3,0.7347683,1.1505194
L100I+K103N,3,-0.5898998,1.5070953
L100I+K103N,3,-0.715518,0.8348487
L100I+K103N,3,0.44365004,1.4365236
L100I+K103N,3,0.33649227,1.9641789
L100I+K103N,3,-0.9277652,2.2835617
L100I+K103N,3,0.98535156,0.2540203
L100I+K103N,3,0.6886758,0.0942515
L100I+K103N,3,1.0859139,2.4557319
L100I+K103N,3,2.0427566,2.107485
L100I+K103N,3,-0.18857343,1.777527
L100I+K103N,3,1.0291051,1.1280853
L100I+K103N,3,1.6509262,2.511841
L100I+K103N,3,0.077355735,1.2913888
L100I+K103N,3,-0.41576543,2.3565278
L100I+K103N,3,1.6643573,2.862749
L100I+K103N,3,-0.014529794,0.74786514
L100I+K103N,3,-0.8913992,2.408219
L100I+K103N,3,1.4647282,1.3159554
L100I+K103N,3,0.22835192,1.9694573
L100I+K103N,3,-0.87286776,1.1983573
L100I+K103N,3,1.9741067,1.1630981
L100I+K103N,3,1.1116946,1.0740712
L100I+K103N,3,0.4653531,2.8457425
L100I+K103N,3,1.3065974,2.0421894
L100I+K103N,3,0.46770936,2.0911825
L100I+K103N,3,-0.4747665,1.8758013
L100I+K103N,3,1.5181788,2.278199
L100I+K103N,3,0.7867432,3.4591947
L100I+K103N,3,0.6935551,0.5052354
L100I+K103N,3,0.6755545,3.8346744
L100I+K103N,3,0.38980213,1.5159016
L100I+K103N,3,-0.9258287,2.7876933
L100I+K103N,3,0.6592591,3.1036768
L100I+K103N,3,0.54483587,3.0204816
L100I+K103N,3,0.41643414,1.5992804
L100I+K103N,3,1.6090475,1.5774814
L100I+K103N,3,1.3600434,1.9409461
L100I+K103N,3,2.1619644,1.5737871
L100I+K103N,3,0.5167529,-0.33068746
L100I+K103N,3,1.1952591,2.9743254
L100I+K103N,3,0.52895653,0.8738107
L100I+K103N,3,-0.8456323,3.0036678
L100I+K103N,3,-0.75794625,2.0298696
L100I+K103N,3,0.34664583,1.4108363
L100I+K103N,3,0.94093823,3.2181041
L100I+K103N,3,1.3753179,0.8418392
L100I+K103N,3,-0.12220182,0.89010894
L100I+K103N,3,-0.21022137,-0.25129923
L100I+K103N,3,-0.06616639,1.7507648
L100I+K103N,3,-0.81942046,0.117556915
L100I+K103N,3,0.95793146,-1.0265701
L100I+K103N,3,0.88657075,0.6111155
L100I+K103N,3,-0.040294457,0.9145736
L100I+K103N,3,1.0190849,1.3851678
L100I+K103N,3,0.14448483,1.5886793
L100I+K103N,3,-0.1784601,0.38050598
L100I+K103N,3,0.46815574,2.4785824
L100I+K103N,3,-1.9748447,3.6050901
L100I+K103N,3,0.07525842,2.5860858
L100I+K103N,3,-0.574361,0.24693207
L100I+K103N,3,0.92684346,-0.53004235
L100I+K103N,3,1.0516212,0.08555204
L100I+K103N,3,-2.9858255,5.7724795
L100I+K103N,3,-1.5320786,3.743742
L100I+K103N,3,-0.36066282,1.9319875
L100I+K103N,3,0.49825346,1.5684732
L100I+K103N,3,-0.81884825,0.3469056
L100I+K103N,3,-1.046709,2.9662063
L100I+K103N,3,0.29314622,1.6255984
L100I+K103N,3,-0.4146263,-0.1893182
L100I+K103N,3,0.8483401,0.08973085
L100I+K103N,3,0.0054947254,2.0603783
L100I+K103N,3,0.7096484,4.0419254
L100I+K103N,3,1.3232082,2.4393175
L100I+K103N,3,0.116905384,3.1899168
L100I+K103N,3,-0.56518704,2.2107146
L100I+K103N,3,-1.890066,3.456238
V106A,1,-6.0864882,-0.33514744
V106A,1,-6.3365717,2.2294307
V106A,1,-6.1058044,3.0886006
V106A,1,-5.457573,0.18677019
V106A,1,-5.4264064,-1.5932883
V106A,1,-4.559805,1.3395717
V106A,1,-4.8983808,1.2529157
V106A,1,-3.617507,1.6652665
V106A,1,-6.672464,0.1367724
V106A,1,-5.9016805,1.4719753
V106A,1,-7.326477,-1.2429646
V106A,1,-5.797225,-1.0593126
V106A,1,-6.362106,-0.4470445
V106A,1,-5.6242666,-0.5578799
V106A,1,-3.7694976,-1.0190578
V106A,1,-6.5345902,1.0215718
V106A,1,-6.2565966,0.934951
V106A,1,-5.5910225,-0.47432986
V106A,1,-4.459685,0.23367198
V106A,1,-5.549049,-0.28779665
V106A,1,-4.2449794,0.07945196
V106A,1,-5.5377536,1.3317565
V106A,1,-7.048906,3.05014
V106A,1,-5.9643373,3.771533
V106A,1,-5.415858,1.3863257
V106A,1,-6.1897693,2.571574
V106A,1,-6.997455,1.5512602
V106A,1,-6.2451,1.8452059
V106A,1,-7.3421383,2.08665
V106A,1,-4.6992087,1.661956
V106A,1,-6.33434,1.6346914
V106A,1,-7.553338,1.6956298
V106A,1,-6.060534,0.28028175
V106A,1,-7.046422,0.8353961
V106A,1,-7.359823,1.251426
V106A,1,-5.082105,2.5083857
V106A,1,-5.8521466,2.102619
V106A,1,-4.536524,-1.2163658
V106A,1,-7.188217,0.6762622
V106A,1,-6.143212,0.6285496
V106A,1,-5.011419,0.57221544
V106A,1,-5.242439,-0.30325314
V106A,1,-6.3462386,1.5060188
V106A,1,-5.4701524,0.932226
V106A,1,-4.73975,1.1157095
V106A,1,-7.3546095,0.17825326
V106A,1,-5.5174427,-1.6067748
V106A,1,-4.9492497,-0.05651702
V106A,1,-5.2133694,-1.0820067
V106A,1,-5.322615,0.6890427
V106A,1,-5.164297,1.0909574
V106A,1,-6.8414154,1.4243867
V106A,1,-4.07456,-0.82558906
V106A,1,-6.2164397,0.5716085
V106A,1,-5.5266967,1.4236126
V106A,1,-6.3319974,1.8136319
V106A,1,-5.0507603,0.82123613
V106A,1,-5.8143573,1.4451357
V106A,1,-5.8666897,-1.2493181
V106A,1,-4.877002,0.34576464
V106A,1,-4.5820417,1.9634668
V106A,1,-6.2118535,1.7841909
V106A,1,-5.363292,0.3813505
V106A,1,-5.664494,-0.7490198
V106A,1,-5.1429667,-1.1715535
V106A,1,-4.4201264,0.7355873
V106A,1,-4.830115,0.35280946
V106A,1,-4.289394,-0.30110124
V106A,1,-6.1618423,2.138569
V106A,1,-5.279233,0.5395847
V106A,1,-5.43914,-0.51188654
V106A,1,-5.1655626,-1.081274
V106A,1,-6.651396,1.0243078
V106A,1,-6.3240247,-0.51363945
V106A,1,-5.3047566,-0.95437413
V106A,1,-5.205548,1.381655
V106A,1,-6.6706843,0.7033299
V106A,1,-5.186356,-0.51663244
V106A,1,-4.451977,0.10391599
V106A,1,-6.364576,1.4762646
V106A,2,1.18727,0.5759749
V106A,2,1.0048845,-1.1012578
V106A,2,0.6920549,0.37834576
V106A,2,-0.44477004,0.6127208
V106A,2,-0.053454954,2.5561264
V106A,2,0.6485407,2.28423
V106A,2,-0.71674305,1.2240887
V106A,2,-1.1936817,2.5285835
V106A,2,0.04896017,2.4004354
V106A,2,-1.3229567,2.324196
V106A,2,-0.35607252,1.0912441
V106A,2,-0.834973,3.2216754
V106A,2,-0.65703225,2.9634173
V106A,2,0.3212381,-1.0098737
V106A,2,-0.024591146,2.7404156
V106A,2,0.44357327,2.2945104
V106A,2,-1.3622165,2.7986887
V106A,2,0.08610153,0.15282887
V106A,2,-0.27633402,1.9981351
V106A,2,0.928412,-0.4592882
V106A,2,-0.74239004,1.9046168
V106A,2,-0.98103833,2.4959035
V106A,2,-0.42676985,1.6678766
V106A,2,-0.5365383,1.2069381
V106A,2,0.9463829,2.6003761
V106A,2,-0.12996633,0.5076306
V106A,2,-0.71467197,2.5241332
V106A,2,0.792884,1.1675771
V106A,2,1.3155234,0.98035485
V106A,2,0.85404056,0.7544571
V106A,2,-0.39089337,0.5905191
V106A,2,0.18378249,0.4302275
V106A,2,-0.40175053,1.5550138
V106A,2,-0.8850755,1.38098
V106A,2,1.3025731,0.6410437
V106A,2,1.2344557,1.3980653
V106A,2,-1.1822447,0.26993725
V106A,2,0.24443543,0.5224639
V106A,2,0.46396047,-2.1521084
V106A,2,-0.22555293,1.2642672
V106A,2,0.31794304,-0.66944695
V106A,2,-1.6337547,-2.7660875
V106A,2,-0.79620004,1.4098878
V106A,2,0.7745877,1.0206116
V106A,2,0.52588576,0.81852514
V106A,2,-0.67937607,0.23511387
V106A,2,1.4557987,-0.5901031
V106A,2,0.90653974,-0.1753481
V106A,2,1.4188383,1.0553263
V106A,2,1.3948044,1.1017232
V106A,2,0.1800236,2.5489383
V106A,2,2.306023,1.162164
V106A,2,2.3461154,1.2998369
V106A,2,1.3805245,-0.42637724
V106A,2,1.2135742,1.8503585
V106A,2,0.9445447,2.963581
V106A,2,1.6668792,1.3245661
V106A,2,1.8347886,-0.3526327
V106A,2,2.3411233,0.8130556
V106A,2,1.1498685,-0.5317129
V106A,2,2.2149365,2.7709014
V106A,2,0.5597178,0.7608031
V106A,2,2.0062582,2.3258092
V106A,2,2.082159,0.25842655
V106A,2,1.4043592,-1.0609047
V106A,2,0.40887743,1.731471
V106A,2,1.3620751,3.2411175
V106A,2,1.9716017,1.075147
V106A,2,1.7678939,-1.6202261
V106A,2,-0.59755826,0.9693738
V106A,2,-0.134147,2.4474916
V106A,2,-0.15568382,0.88203233
V106A,2,1.0994687,2.193568
V106A,2,-0.7456473,1.3825735
V106A,2,0.18911646,1.9429758
V106A,2,2.3052382,2.3516018
V106A,2,-0.457391,1.0778598
V106A,2,1.3755999,-0.6990231
V106A,2,1.4492276,0.45343205
V106A,2,-0.4385552,2.1777701
V106A,3,5.7310843,3.4004583
V106A,3,4.184936,3.6109874
V106A,3,5.1612654,2.830005
V106A,3,5.7182884,2.1090724
V106A,3,4.6737623,3.0028446
V106A,3,4.7272863,2.8313775
V106A,3,5.624384,2.7694516
V106A,3,4.6228094,3.585517
V106A,3,6.0719166,3.093332
V106A,3,4.2752566,3.3631501
V106A,3,6.089293,-0.10236099
V106A,3,3.883645,2.4095266
V106A,3,4.6885705,2.5659611
V106A,3,4.194012,0.9098514
V106A,3,6.6057777,3.3354568
V106A,3,4.103607,3.138147
V106A,3,5.6143756,2.8820653
V106A,3,4.513016,0.78897816
V106A,3,5.047642,3.122969
V106A,3,4.2308345,1.7331519
V106A,3,4.4446936,2.611703
V106A,3,4.8644075,3.1873677
V106A,3,5.072251,-0.13867736
V106A,3,3.2554073,3.1498718
V106A,3,3.3887122,2.142635
V106A,3,5.905835,1.5809426
V106A,3,1.8246564,2.9543755
V106A,3,3.3643043,1.0192451
V106A,3,4.667223,1.0437967
V106A,3,4.9999804,2.2983627
V106A,3,4.371515,2.9851887
V106A,3,2.9759512,3.7494059
V106A,3,3.217271,1.314739
V106A,3,4.581069,2.169371
V106A,3,4.23996,1.633652
V106A,3,4.920599,2.3541281
V106A,3,5.3425837,1.9059861
V106A,3,4.168717,2.0809016
V106A,3,2.9800713,2.0682461
V106A,3,3.5310495,2.6393704
V106A,3,3.8180213,0.36364338
V106A,3,2.660291,2.5583742
V106A,3,1.1341468,2.6820824
V106A,3,2.9030159,3.3669024
V106A,3,4.2304354,2.4627795
V106A,3,3.077971,1.8794466
V106A,3,2.3264534,2.624276
V106A,3,3.8404162,1.8385159
V106A,3,3.286201,2.207105
V106A,3,3.0086865,1.3539996
V106A,3,5.0652943,1.9729837
V106A,3,3.8633618,2.0057523
V106A,3,4.9843473,2.1048982
V106A,3,4.064021,1.6445035
V106A,3,4.592535,1.6264647
V106A,3,3.1918895,3.4551423
V106A,3,4.582941,2.0860796
V106A,3,4.5748563,2.354382
V106A,3,5.731829,1.8292234
V106A,3,5.028244,2.8511508
V106A,3,3.4769382,1.9718158
V106A,3,5.694235,0.89912695
V106A,3,5.224637,-0.27204353
V106A,3,4.3868747,-0.1761448
V106A,3,3.8942192,2.4490423
V106A,3,4.8382673,-0.87392133
V106A,3,4.5830555,2.0751004
V106A,3,4.40194,2.0341847
V106A,3,4.3954983,0.9454461
V106A,3,6.0929832,0.7110922
V106A,3,4.678711,1.84423
V106A,3,3.5735245,1.6385282
V106A,3,7.211848,0.9738288
V106A,3,4.7746696,2.5267622
V106A,3,3.6666105,3.2591276
V106A,3,4.3947973,-0.2838195
V106A,3,3.7436147,1.880861
V106A,3,2.0352733,1.8788077
V106A,3,4.972361,2.6354845
V106A,3,3.3773706,1.2511711
V106A+F227L,1,0.05070738,1.5690758
V106A+F227L,1,0.45894092,0.5795886
V106A+F227L,1,-0.06302489,2.5135462
V106A+F227L,1,0.6116056,1.5376314
V106A+F227L,1,1.6467705,0.90202373
V106A+F227L,1,1.0863693,3.597902
V106A+F227L,1,0.4825667,3.8553278
V106A+F227L,1,1.0659977,1.5967587
V106A+F227L,1,1.9799311,2.1026742
V106A+F227L,1,0.28281167,2.3311677
V106A+F227L,1,-1.1943,4.26611
V106A+F227L,1,-1.623546,5.971262
V106A+F227L,1,0.9438629,1.7709286
V106A+F227L,1,1.2985336,2.0259278
V106A+F227L,1,-2.9158306,3.7704995
V106A+F227L,1,0.8211913,2.439772
V106A+F227L,1,-0.95560205,1.3193254
V106A+F227L,1,-3.617711,3.8782387
V106A+F227L,1,-2.3719463,2.4167523
V106A+F227L,1,-0.93233764,2.829098
V106A+F227L,1,-0.15643735,2.7324257
V106A+F227L,1,-1.7614993,4.09027
V106A+F227L,1,-3.9707198,3.6748984
V106A+F227L,1,0.14806777,3.8806202
V106A+F227L,1,0.37221235,3.608709
V106A+F227L,1,0.58271515,3.4936008
V106A+F227L,1,0.7110679,3.2182853
V106A+F227L,1,0.5443479,2.4110065
V106A+F227L,1,0.7207999,3.54997
V106A+F227L,1,0.8293063,4.351261
V106A+F227L,1,-1.5711054,3.1401832
V106A+F227L,1,-0.59236217,2.7488427
V106A+F227L,1,0.7612176,3.8029013
V106A+F227L,1,1.5250582,2.6392565
V106A+F227L,1,0.4643622,3.5807178
V106A+F227L,1,0.80766374,2.2715046
V106A+F227L,1,0.5904038,-0.4232679
V106A+F227L,1,0.3877361,2.301797
V106A+F227L,1,0.21764298,2.2269711
V106A+F227L,1,-0.35996586,3.77923
V106A+F227L,1,1.1959062,2.8672369
V106A+F227L,1,0.94939685,3.0023885
V106A+F227L,1,1.4289893,2.681223
V106A+F227L,1,1.308302,1.3438091
V106A+F227L,1,2.3012974,4.080654
V106A+F227L,1,0.36531994,2.812351
V106A+F227L,1,0.5960993,2.684844
V106A+F227L,1,0.9715372,3.0457683
V106A+F227L,1,0.4166891,1.0052617
V106A+F227L,1,-2.2111542,2.8319633
V106A+F227L,1,0.29888654,3.6303966
V106A+F227L,1,-1.403032,4.7710147
V106A+F227L,1,0.6554874,3.2876759
V106A+F227L,1,-1.1412263,4.704539
V106A+F227L,1,-0.595613,3.4336493
V106A+F227L,1,1.8401843,3.9279492
V106A+F227L,1,-2.0796065,4.887477
V106A+F227L,1,1.3883265,3.1437855
V106A+F227L,1,-0.30258146,2.9504986
V106A+F227L,1,2.7095697,1.6200799
V106A+F227L,1,1.1459265,1.9211433
V106A+F227L,1,1.0176889,0.6803394
V106A+F227L,1,1.7498496,-0.38728294
V106A+F227L,1,0.24655735,0.6784733
V106A+F227L,1,-0.67454803,2.587994
V106A+F227L,1,0.8820918,0.52998656
V106A+F227L,1,0.32578552,-0.5749573
V106A+F227L,1,-1.7022302,1.448886
V106A+F227L,1,-1.6468726,3.722542
V106A+F227L,1,1.8763264,3.2804403
V106A+F227L,1,0.6391923,0.82224095
V106A+F227L,1,0.06195242,1.176296
V106A+F227L,1,0.96040523,2.4822776
V106A+F227L,1,1.1486474,3.2955296
V106A+F227L,1,-0.040261786,2.4688475
V106A+F227L,1,1.281633,1.1084313
V106A+F227L,1,0.9587775,2.2812579
V106A+F227L,1,-2.9593787,1.8504801
V106A+F227L,1,1.3867373,2.1103358
V106A+F227L,1,-1.6919739,3.3016703
V106A+F227L,2,1.1548388,0.69804436
V106A+F227L,2,0.8377195,-1.9617176
V106A+F227L,2,0.32076,-2.9929745
V106A+F227L,2,0.15363151,2.0220468
V106A+F227L,2,1.8052825,-1.3580357
V106A+F227L,2,1.1391885,-0.5982954
V106A+F227L,2,0.33242795,-3.774469
V106A+F227L,2,1.557718,2.1490192
V106A+F227L,2,0.68657595,-2.1723375
V106A+F227L,2,0.34422284,0.576723
V106A+F227L,2,1.6179966,1.5951426
V106A+F227L,2,0.7742242,3.5517244
V106A+F227L,2,-0.524545,2.2573414
V106A+F227L,2,-1.1700232,4.1720037
V106A+F227L,2,0.36602122,0.77073556
V106A+F227L,2,2.2749364,1.0920407
V106A+F227L,2,0.26719743,2.0353086
V106A+F227L,2,1.1135446,2.1404765
V106A+F227L,2,1.0626566,2.2905798
V106A+F227L,2,1.3465047,2.2961144
V106A+F227L,2,1.439321,2.634519
V106A+F227L,2,0.043383542,0.8416526
V106A+F227L,2,1.5357395,-0.096109584
V106A+F227L,2,-0.9656449,1.6192855
V106A+F227L,2,1.9192171,1.5279936
V106A+F227L,2,0.4630776,2.6342578
V106A+F227L,2,0.75333256,1.1297026
V106A+F227L,2,1.149718,1.7251762
V106A+F227L,2,-0.24046044,2.1831896
V106A+F227L,2,1.8678509,1.749238
V106A+F227L,2,1.6262197,1.5952581
V106A+F227L,2,2.0291393,1.7143397
V106A+F227L,2,1.8546773,0.56059575
V106A+F227L,2,0.4366481,0.5292424
V106A+F227L,2,-0.6546951,2.000124
V106A+F227L,2,2.05339,1.8689584
V106A+F227L,2,1.7931362,1.2255726
V106A+F227L,2,0.8126862,1.4558957
V106A+F227L,2,0.16870669,3.4191954
V106A+F227L,2,2.842879,1.2070813
V106A+F227L,2,1.6549677,0.13773791
V106A+F227L,2,1.6855365,-0.030850934
V106A+F227L,2,0.8495869,-0.9807087
V106A+F227L,2,2.407759,1.3663014
V106A+F227L,2,0.28721228,2.554914
V106A+F227L,2,-0.10467455,1.8564055
V106A+F227L,2,2.0538785,0.008866017
V106A+F227L,2,0.5891117,0.14805654
V106A+F227L,2,0.8358895,-0.6218868
V106A+F227L,2,1.9476026,-0.30451128
V106A+F227L,2,-1.2028192,4.1058655
V106A+F227L,2,2.5769188,1.16568
V106A+F227L,2,1.9679083,1.850208
V106A+F227L,2,2.2841194,2.6162448
V106A+F227L,2,1.8130356,-0.64003396
V106A+F227L,2,1.1129632,-0.5704404
V106A+F227L,2,0.9861481,1.5265896
V106A+F227L,2,-0.5401735,0.60599315
V106A+F227L,2,0.64900756,1.993825
V106A+F227L,2,1.4689821,-1.8174614
V106A+F227L,2,0.23242112,-1.9064227
V106A+F227L,2,3.3317282,-2.399072
V106A+F227L,2,0.4030593,2.001548
V106A+F227L,2,1.6012622,-0.00015142585
V106A+F227L,2,1.5136447,0.091956064
V106A+F227L,2,0.32562694,1.7465746
V106A+F227L,2,2.7802875,1.3372692
V106A+F227L,2,1.0069891,3.5324523
V106A+F227L,2,2.0070076,1.3373364
V106A+F227L,2,0.56461024,0.25547346
V106A+F227L,2,-0.30997726,-0.9278489
V106A+F227L,2,0.50216585,0.57596004
V106A+F227L,2,2.6568553,1.5308167
V106A+F227L,2,0.7998677,2.1875503
V106A+F227L,2,1.0057595,2.2017608
V106A+F227L,2,-0.008252556,0.94313926
V106A+F227L,2,-0.64084685,0.35145167
V106A+F227L,2,0.47851717,-0.17908633
V106A+F227L,2,1.082915,1.0517175
V106A+F227L,2,-1.7128505,0.8128626
V106A+F227L,3,-0.5275431,2.7561822
V106A+F227L,3,0.8513843,1.8275009
V106A+F227L,3,0.9579808,2.3708246
V106A+F227L,3,-0.35830593,3.3467877
V106A+F227L,3,-0.42912623,3.0018766
V106A+F227L,3,-1.5533851,3.7231085
V106A+F227L,3,0.91747236,2.574356
V106A+F227L,3,-0.8388103,1.6690408
V106A+F227L,3,-1.46014,2.3858218
V106A+F227L,3,0.17896566,3.052024
V106A+F227L,3,-0.39166793,1.5834564
V106A+F227L,3,-2.5540485,3.5367863
V106A+F227L,3,1.1339827,0.81172836
V106A+F227L,3,-0.8852071,2.4019253
V106A+F227L,3,-0.74548566,2.2974393
V106A+F227L,3,0.42615837,2.8763795
V106A+F227L,3,0.34855095,2.7534053
V106A+F227L,3,-1.9415727,3.6296008
V106A+F227L,3,-1.0243592,3.2249837
V106A+F227L,3,0.14047334,1.7845718
V106A+F227L,3,-0.8794839,3.2709534
V106A+F227L,3,-3.4824302,2.7513871
V106A+F227L,3,-2.680558,3.0335457
V106A+F227L,3,-1.148733,3.6154807
V106A+F227L,3,0.26272458,1.8204043
V106A+F227L,3,0.37658325,3.6420374
V106A+F227L,3,-1.6838162,2.6641507
V106A+F227L,3,-1.1057374,2.4981709
V106A+F227L,3,-2.1269927,3.6042778
V106A+F227L,3,0.85405,2.4246533
V106A+F227L,3,0.0623798,2.1170464
V106A+F227L,3,-1.3073543,3.216291
V106A+F227L,3,-1.4547099,2.833253
V106A+F227L,3,-2.3154805,3.8901439
V106A+F227L,3,-1.385004,3.043301
V106A+F227L,3,-0.6500471,3.320253
V106A+F227L,3,-0.8283753,2.6809287
V106A+F227L,3,-0.07293599,2.8060653
V106A+F227L,3,-1.9763851,3.4816191
V106A+F227L,3,-0.56055105,3.2484462
V106A+F227L,3,-1.5773599,2.4471154
V106A+F227L,3,-2.9014997,3.4698575
V106A+F227L,3,-0.7910511,2.158722
V106A+F227L,3,-0.30544636,3.4842043
V106A+F227L,3,-2.3241332,3.8306148
V106A+F227L,3,-1.0455434,3.1396894
V106A+F227L,3,-0.4283235,1.2517745
V106A+F227L,3,-0.25131086,1.7782233
V106A+F227L,3,-2.034616,2.6778393
V106A+F227L,3,-1.5923908,4.491739
V106A+F227L,3,-2.229036,2.6008031
V106A+F227L,3,-0.40541217,3.2246168
V106A+F227L,3,-0.8107244,1.3498069
V106A+F227L,3,-1.4965218,0.7730229
V106A+F227L,3,0.758652,-0.27231884
V106A+F227L,3,-1.1814986,3.836564
V106A+F227L,3,-0.6566041,0.6930409
V106A+F227L,3,-0.10112365,-0.2563983
V106A+F227L,3,0.08829996,-1.1732157
V106A+F227L,3,1.1552659,1.7674495
V106A+F227L,3,-0.37710217,0.6773273
V106A+F227L,3,1.1209388,0.19404791
V106A+F227L,3,-0.84596616,0.87610656
V106A+F227L,3,-0.24360572,3.0464342
V106A+F227L,3,0.77868634,0.26944587
V106A+F227L,3,-0.048888173,1.4636034
V106A+F227L,3,0.7343293,1.2471519
V106A+F227L,3,-0.72298104,3.166477
V106A+F227L,3,0.92506105,-0.30305663
V106A+F227L,3,1.8693135,1.3608264
V106A+F227L,3,-2.3719487,1.3575399
V106A+F227L,3,-1.1083161,0.6286745
V106A+F227L,3,-0.80858487,1.8136472
V106A+F227L,3,-1.812101,3.692199
V106A+F227L,3,-0.3412284,1.1933084
V106A+F227L,3,-0.46742657,0.3957789
V106A+F227L,3,-0.7316013,1.7029684
V106A+F227L,3,-0.9751055,2.8464038
V106A+F227L,3,-2.960991,4.3451424
V106A+F227L,3,-1.4267939,3.7490578
V106A+L234I,1,0.0092333965,2.5136824
V106A+L234I,1,0.8619031,1.3647922
V106A+L234I,1,1.3315377,2.35876
V106A+L234I,1,3.7517164,0.9486653
V106A+L234I,1,0.52195287,3.2591298
V106A+L234I,1,2.2394185,2.017272
V106A+L234I,1,1.8180329,0.9202445
V106A+L234I,1,0.3525627,1.4064087
V106A+L234I,1,1.1791228,2.9577625
V106A+L234I,1,0.6562867,2.0676084
V106A+L234I,1,3.2330098,1.8296652
V106A+L234I,1,2.7787073,1.1233137
V106A+L234I,1,2.9011571,1.3174846
V106A+L234I,1,0.3438206,2.02049
V106A+L234I,1,2.2311432,1.2253913
V106A+L234I,1,2.3236055,1.9834493
V106A+L234I,1,3.1688786,0.21732818
V106A+L234I,1,2.2940261,1.5269654
V106A+L234I,1,2.6001527,-1.4115555
V106A+L234I,1,1.4431142,0.8507042
V106A+L234I,1,1.6928887,2.2585347
V106A+L234I,1,1.9849571,1.7793344
V106A+L234I,1,1.5593277,1.5752645
V106A+L234I,1,1.1542306,-1.6754076
V106A+L234I,1,2.8255608,2.9284413
V106A+L234I,1,3.4083612,2.6804633
V106A+L234I,1,2.4806478,-0.031045608
V106A+L234I,1,1.6271371,2.159553
V106A+L234I,1,-0.81901985,3.0283973
V106A+L234I,1,2.310665,0.7597917
V106A+L234I,1,2.240383,1.4482766
V106A+L234I,1,2.4907653,-0.2569224
V106A+L234I,1,1.3589281,-3.4209607
V106A+L234I,1,1.2290809,0.40243438
V106A+L234I,1,4.3572426,0.51083994
V106A+L234I,1,1.2818726,-0.40386343
V106A+L234I,1,2.1372266,-1.8388166
V106A+L234I,1,1.7665691,-1.0114962
V106A+L234I,1,2.2170918,1.0374889
V106A+L234I,1,1.5808944,1.3411283
V106A+L234I,1,2.52736,2.8366182
V106A+L234I,1,0.8478991,0.36200342
V106A+L234I,1,-0.31099474,-1.0306149
V106A+L234I,1,0.9445951,-0.7867854
V106A+L234I,1,2.1688232,2.426486
V106A+L234I,1,0.9720119,2.5538926
V106A+L234I,1,2.1409223,1.8427024
V106A+L234I,1,0.99788535,3.019207
V106A+L234I,1,0.41088074,2.348029
V106A+L234I,1,0.6182504,3.2708077
V106A+L234I,1,1.9214051,2.3956218
V106A+L234I,1,2.0793183,3.6400268
V106A+L234I,1,2.5601068,-3.3248348
V106A+L234I,1,0.98030496,2.7089014
V106A+L234I,1,1.0162836,0.4340848
V106A+L234I,1,1.8263648,0.96012896
V106A+L234I,1,3.1154938,-1.3938724
V106A+L234I,1,1.1017824,0.99493957
V106A+L234I,1,3.0723774,-0.6491817
V106A+L234I,1,1.7444063,0.2921744
V106A+L234I,1,2.7063062,-0.95270544
V106A+L234I,1,1.7071276,1.542424
V106A+L234I,1,4.120553,0.9086599
V106A+L234I,1,1.2031991,2.7187562
V106A+L234I,1,1.950223,2.0275075
V106A+L234I,1,1.7379633,1.3380294
V106A+L234I,1,1.638787,2.8121917
V106A+L234I,1,3.3074744,3.667593
V106A+L234I,1,2.1378367,1.9253238
V106A+L234I,1,3.683075,1.5906355
V106A+L234I,1,0.9537054,3.0518796
V106A+L234I,1,2.9339855,2.2122495
V106A+L234I,1,2.5288796,3.1854436
V106A+L234I,1,1.6736466,1.3671966
V106A+L234I,1,1.6958228,3.6008852
V106A+L234I,1,1.5513949,0.93621486
V106A+L234I,1,1.9451783,2.306028
V106A+L234I,1,3.2738385,1.220101
V106A+L234I,1,1.262267,2.3255386
V106A+L234I,1,0.57482404,2.5528367
V106A+L234I,2,-0.64040846,3.8966098
V106A+L234I,2,0.1316309,0.6248173
V106A+L234I,2,1.9148786,-1.7985345
V106A+L234I,2,-0.34516612,1.2827656
V106A+L234I,2,0.5297837,1.5756403
V106A+L234I,2,0.64377844,1.3167373
V106A+L234I,2,1.5973669,1.2749614
V106A+L234I,2,0.53285694,2.1326683
V106A+L234I,2,0.27033183,1.6551344
V106A+L234I,2,0.2529483,0.8702773
V106A+L234I,2,0.19125469,1.4720242
V106A+L234I,2,-0.56696284,1.8524678
V106A+L234I,2,0.8812735,3.291437
V106A+L234I,2,1.6267127,1.3146067
V106A+L234I,2,0.7934986,1.994929
V106A+L234I,2,1.5801425,1.1796765
V106A+L234I,2,-0.105006285,2.0714839
V106A+L234I,2,-0.13082296,-0.38672608
